4	.77124613714958428371	.52265207626243156852	
2	.98731709901599197016	.91652717550201790842	
4	-.55219457678460915826	.82401214104345860635	
4	-9.64103420931150040884	-20.61631619362675522354	
2	-.68351604004146951667	4	3.72548648115263329664	3.74561303417482838139	
2	2.13590678441570252942	3.79401783009145090618	
4	3.96176089215510358777	3.89017117640142372356	
2	2.20170683739294405556	3.91529980227837907769	
4	3.90442892049254875139	3.87926138215141726464	
2	2.13485647117903266496	3.71345899765511891821	
4	3.87095405489306417621	3.74314776269088315778	
2	2.10331619288187722313	3.75780507804022886723	
4	3.84443368562259909507	3.79867472436343432915	
2	2.08839414170594096778	3.79469879653536914833	
4	3.92930902873767953350	3.86995805239306573753	
2	2.15390450989396907766	3.83445923629328520306	
4	3.75613581997777270883	3.83189911095012860562	
2	2.13946516888945045617	3.81415333698791450757	
