#		L1		L2		L3
Sequencial	25876699463.5	25801840925.8	25012967620.7
OpenMP2		25892431736	25814506554.4	16167453762.4
OpenMP4		25929410956	25854170202.8	22690308492.4
OpenMP8		25947718339.2	25874128820	24547333718.4
Pthread2	27066863756.8	25895399018.4	22783064474.3
Pthread4	27161014954.9	25974160348.8	24411600279.1
Pthread8	27202602510.3	25995592951	24656528037.6


